babaganoosh,-1.8749988281257323e-06
bumbleberry,-6.249996093752442e-07
wiseguy,-1.8749988281257323e-06
natured,-2.4999984375009767e-06
reggae,1.2499992187504884e-06
kids,-4.9999968750019534e-06
uplifting,-2.4999984375009767e-06
robata,-1.8749988281257323e-06
climbed,1.8749988281257323e-06
omellette,1.8749988281257323e-06
controversy,0.0
spotty,-9.374994140628661e-06
golden,4.9999968750019534e-06
cobblers,6.8749957031276856e-06
projection,2.4999984375009767e-06
orangish,-4.374997265626709e-06
conditions,-5.624996484377197e-06
stern,6.249996093752442e-07
battista,-5.624996484377197e-06
agassi,0.0
dna,4.9999968750019534e-06
dnc,0.0
catchy,-6.249996093752442e-06
abbreviations,-6.249996093752442e-07
cannibal,2.4999984375009767e-06
dnt,6.249996093752442e-07
music,2.4999984375009767e-06
therefore,-1.2499992187504884e-05
violently,-9.374994140628661e-06
populations,-6.249996093752442e-07
kneader,-1.8749988281257323e-06
crooner,6.249996093752442e-07
yahoo,3.124998046876221e-06
felipes,-6.249996093752442e-07
buffallo,0.0
unpack,1.2499992187504884e-06
exhorbitant,-1.8749988281257323e-06
circumstances,-1.8749988281257323e-06
intake,-3.7499976562514647e-06
morally,1.8749988281257323e-06
locked,-9.374994140628661e-06
toxins,0.0
locker,0.0
busyness,6.249996093752442e-07
tomahawk,0.0
matilda,6.249996093752442e-07
yummily,1.2499992187504884e-06
capsaicin,1.8749988281257323e-06
wang,-4.9999968750019534e-06
wand,2.4999984375009767e-06
pints,6.249996093752442e-06
kaprow,1.8749988281257323e-06
papillote,6.249996093752442e-07
dunkin,-6.249996093752442e-07
diappointed,1.2499992187504884e-06
wans,6.249996093752442e-07
callin,1.2499992187504884e-06
want,4.374997265626709e-06
cookers,-1.2499992187504884e-06
copycat,0.0
pinto,7.499995312502929e-06
cookery,2.4999984375009767e-06
absolute,9.374994140628661e-06
mcmuffin,-7.499995312502929e-06
sugarless,-1.8749988281257323e-06
travel,7.499995312502929e-06
copious,-8.749994531253418e-06
callie,-6.249996093752442e-07
exelent,0.0
barstools,-2.4999984375009767e-06
topings,2.4999984375009767e-06
cadence,0.0
bombbb,3.124998046876221e-06
taguara,-6.249996093752442e-07
eggrolls,-5.624996484377197e-06
dinosaurs,6.249996093752442e-07
modest,1.2499992187504884e-06
promotion,1.8749988281257323e-06
colorfully,0.0
sickening,-6.8749957031276856e-06
tulip,1.2499992187504884e-06
18th,3.124998046876221e-06
concoction,1.3749991406255371e-05
chandon,0.0
tantalizing,8.124994921878174e-06
nonsensical,6.249996093752442e-07
rawhide,-3.124998046876221e-06
zan,6.249996093752442e-07
welcomed,4.9999968750019534e-06
spagos,-6.249996093752442e-07
whizzing,2.4999984375009767e-06
partnered,-3.7499976562514647e-06
tillamook,3.7499976562514647e-06
zam,3.7499976562514647e-06
apoligized,0.0
avondale,1.2499992187504884e-06
welcomes,1.8749988281257323e-06
fir,2.4999984375009767e-06
wickedly,1.2499992187504884e-06
fit,-8.749994531253418e-06
uot,-2.4999984375009767e-06
screaming,-1.2499992187504884e-05
fix,-3.7499976562514647e-06
fib,1.8749988281257323e-06
fig,4.9999968750019534e-06
fuddruckers,-3.7499976562514647e-06
fin,-1.2499992187504884e-06
fil,1.8749988281257323e-06
corridor,-4.9999968750019534e-06
songwriter,-6.249996093752442e-07
sneezing,-2.4999984375009767e-06
vouchers,-1.8749988281257323e-06
bixi,6.249996093752442e-07
glutten,0.0
effects,-3.124998046876221e-06
gnoochi,-3.7499976562514647e-06
sixteen,3.124998046876221e-06
undeveloped,-6.249996093752442e-07
saddened,-1.3124991796880127e-05
caramely,-1.2499992187504884e-06
bartop,-1.8749988281257323e-06
shortchanged,0.0
arrow,0.0
ingrid,-6.249996093752442e-07
arroz,3.124998046876221e-06
kincaids,-6.249996093752442e-06
windmill,2.4999984375009767e-06
allah,0.0
oohed,-1.8749988281257323e-06
allan,-1.8749988281257323e-06
phoenicians,3.7499976562514647e-06
parasites,0.0
veracruz,-1.8749988281257323e-06
3years,6.249996093752442e-07
touts,-4.9999968750019534e-06
whaddya,-6.249996093752442e-07
smirk,-3.124998046876221e-06
plateware,-1.2499992187504884e-06
enviroment,-6.249996093752442e-07
mason,-4.374997265626709e-06
encourage,3.124998046876221e-06
noice,0.0
adapt,3.124998046876221e-06
dinginess,-1.2499992187504884e-06
size,4.9999968750019534e-06
smithfield,-3.7499976562514647e-06
wonderbread,-3.7499976562514647e-06
abbott,6.249996093752442e-07
stamping,1.2499992187504884e-06
batura,3.124998046876221e-06
strata,-2.4999984375009767e-06
pizzafarro,-2.4999984375009767e-06
pumpkins,-3.124998046876221e-06
corrects,2.4999984375009767e-06
pumpkiny,1.2499992187504884e-06
estimate,0.0
ugghhh,-1.8749988281257323e-06
universally,0.0
chlorine,1.2499992187504884e-06
silent,1.8749988281257323e-06
competes,3.124998046876221e-06
sickeningly,-6.8749957031276856e-06
sofritas,-6.249996093752442e-07
disturbed,0.0
caminero,-2.4999984375009767e-06
competed,-6.249996093752442e-07
dentures,-6.249996093752442e-07
vermecelli,1.2499992187504884e-06
loudness,-1.2499992187504884e-06
selfs,-1.2499992187504884e-06
breed,0.0
aurelios,0.0
palces,0.0
emaciated,6.249996093752442e-07
pastorcito,1.2499992187504884e-06
filibertos,0.0
kfc,0.0
chevron,-1.8749988281257323e-06
seizures,0.0
households,6.249996093752442e-07
olds,2.4999984375009767e-06
renovated,3.7499976562514647e-06
service,2.4999984375009767e-06
ramyun,2.4999984375009767e-06
zinfandel,-1.8749988281257323e-06
reuben,8.749994531253418e-06
needed,6.249996093752442e-07
grossness,0.0
critter,-1.8749988281257323e-06
mousseline,0.0
genesis,1.2499992187504884e-06
caitlyn,1.2499992187504884e-06
rewards,6.249996093752442e-06
slingin,-1.8749988281257323e-06
swish,7.499995312502929e-06
mutilated,-6.249996093752442e-07
jbs,-1.2499992187504884e-06
positively,-6.249996093752442e-07
smothers,6.249996093752442e-07
duckworth,3.124998046876221e-06
anniversaries,1.2499992187504884e-06
idly,-6.249996093752442e-07
idle,-3.124998046876221e-06
exclaimed,1.2499992187504884e-06
sheen,-4.9999968750019534e-06
sooth,0.0
feeling,1.8749988281257323e-06
idli,1.8749988281257323e-06
longs,3.7499976562514647e-06
redesigned,0.0
sustaining,-1.8749988281257323e-06
spectrum,4.374997265626709e-06
quesarito,0.0
thaw,-3.124998046876221e-06
dozen,4.374997265626709e-06
affairs,2.4999984375009767e-06
wholesome,4.374997265626709e-06
mostly,-4.374997265626709e-06
craver,0.0
paramedics,2.4999984375009767e-06
uncouth,4.9999968750019534e-06
toothed,-1.2499992187504884e-06
britches,-1.8749988281257323e-06
workmates,1.8749988281257323e-06
crocs,3.124998046876221e-06
shipments,-1.8749988281257323e-06
45th,0.0
committing,5.624996484377197e-06
jammed,-1.8749988281257323e-06
sugarcane,0.0
limitless,6.249996093752442e-07
diminishing,-3.7499976562514647e-06
vexing,1.8749988281257323e-06
resonates,6.249996093752442e-07
disjointed,-4.9999968750019534e-06
mouth,1.8749988281257323e-06
reverence,1.8749988281257323e-06
conceded,1.2499992187504884e-06
resonated,6.249996093752442e-07
expound,6.249996093752442e-07
singer,-8.749994531253418e-06
nettle,0.0
cumbia,-1.8749988281257323e-06
tech,3.7499976562514647e-06
prevention,-2.4999984375009767e-06
scream,-6.8749957031276856e-06
thinest,-6.249996093752442e-07
saying,-4.9999968750019534e-06
condesa,1.2499992187504884e-06
braising,-1.2499992187504884e-06
trompo,2.4999984375009767e-06
teresa,1.2499992187504884e-06
empandas,-1.2499992187504884e-06
loitered,6.249996093752442e-07
padded,-6.249996093752442e-07
fennel,6.249996093752442e-07
ulcer,6.249996093752442e-07
hotnjuicy,6.249996093752442e-07
cheaply,-3.7499976562514647e-06
papavero,-3.7499976562514647e-06
hounded,1.2499992187504884e-06
orleans,2.4999984375009767e-06
faure,6.249996093752442e-07
flowers,5.624996484377197e-06
clicked,-3.124998046876221e-06
skinnyfats,3.124998046876221e-06
buvette,0.0
luby,-6.249996093752442e-07
aspinwall,2.4999984375009767e-06
rico,-3.7499976562514647e-06
lube,4.9999968750019534e-06
statehouse,-6.249996093752442e-07
bliss,1.1249992968754394e-05
rick,-6.8749957031276856e-06
rich,-1.2499992187504884e-06
rice,-6.249996093752442e-07
rica,3.7499976562514647e-06
plate,-1.2499992187504884e-06
waaaaaay,-3.7499976562514647e-06
incongruent,0.0
2min,0.0
bruddah,-1.2499992187504884e-06
clumsiness,1.2499992187504884e-06
caribe,3.124998046876221e-06
altogether,3.124998046876221e-06
toungue,-6.249996093752442e-07
slidin,6.249996093752442e-07
uncleanliness,-6.249996093752442e-07
droning,1.2499992187504884e-06
jaguar,-1.2499992187504884e-06
nicely,-2.4999984375009767e-06
boarder,6.249996093752442e-07
capistrami,1.2499992187504884e-06
pretzel,-3.124998046876221e-06
patch,4.9999968750019534e-06
gobi,7.499995312502929e-06
boarded,6.249996093752442e-07
goomba,0.0
conant,-1.2499992187504884e-06
heirloom,-6.249996093752442e-07
clarified,-3.124998046876221e-06
sensitivity,-6.249996093752442e-07
pinon,6.249996093752442e-07
pinot,-6.249996093752442e-07
pinos,-2.4999984375009767e-06
pinor,1.2499992187504884e-06
pinoy,3.7499976562514647e-06
inns,3.124998046876221e-06
48th,-1.8749988281257323e-06
playfulness,1.2499992187504884e-06
zipparita,1.8749988281257323e-06
lots,-3.124998046876221e-06
irs,-2.4999984375009767e-06
droves,3.124998046876221e-06
targets,3.124998046876221e-06
irk,-4.9999968750019534e-06
irn,5.624996484377197e-06
ira,0.0
chickfila,-1.8749988281257323e-06
cordoned,0.0
epically,0.0
wage,-3.124998046876221e-06
extend,4.374997265626709e-06
nature,8.749994531253418e-06
99cents,0.0
fruits,1.2499992187504884e-06
lapping,-6.249996093752442e-07
masuman,0.0
dunhill,1.2499992187504884e-06
extent,6.249996093752442e-07
wheelbarrow,-1.2499992187504884e-06
tendons,-4.9999968750019534e-06
veganism,6.249996093752442e-07
airflow,-1.2499992187504884e-06
veer,3.7499976562514647e-06
heating,1.2499992187504884e-06
incense,6.249996093752442e-07
sublime,1.2499992187504884e-05
lookin,1.8749988281257323e-06
himalayan,-1.2499992187504884e-06
lumpias,-3.124998046876221e-06
lookie,1.8749988281257323e-06
ariel,1.2499992187504884e-06
rehash,-3.124998046876221e-06
mortified,-6.249996093752442e-06
pasteles,5.624996484377197e-06
blonds,-2.4999984375009767e-06
minuses,-5.624996484377197e-06
basque,1.8749988281257323e-06
escalade,6.249996093752442e-07
humming,1.8749988281257323e-06
chino,3.7499976562514647e-06
smackdown,6.249996093752442e-07
buttload,-1.2499992187504884e-06
frc,-2.4999984375009767e-06
fra,4.374997265626709e-06
underdone,-5.624996484377197e-06
union,3.7499976562514647e-06
fri,3.124998046876221e-06
fro,-6.249996093752442e-06
studious,0.0
frm,-4.374997265626709e-06
muck,-1.8749988281257323e-06
much,4.374997265626709e-06
sommelier,4.374997265626709e-06
steenbock,-2.4999984375009767e-06
fru,1.2499992187504884e-06
unleavened,0.0
fry,-6.249996093752442e-06
tallest,-1.8749988281257323e-06
kojax,-6.249996093752442e-06
toning,0.0
obese,-3.124998046876221e-06
toyko,-3.7499976562514647e-06
retrospect,-9.999993750003907e-06
spit,-1.4374991015630615e-05
jeon,1.2499992187504884e-06
spic,3.124998046876221e-06
dave,-1.8749988281257323e-06
doubts,3.7499976562514647e-06
stepdad,5.624996484377197e-06
spin,-1.2499992187504884e-06
spil,-6.249996093752442e-07
wildcat,1.2499992187504884e-06
professionally,1.2499992187504884e-05
employ,-3.124998046876221e-06
misconstrued,2.4999984375009767e-06
droppin,0.0
korroke,0.0
reunion,-1.1249992968754394e-05
elaborate,4.9999968750019534e-06
majid,0.0
unos,1.2499992187504884e-06
honeslty,-3.124998046876221e-06
saltiness,-4.9999968750019534e-06
ditching,1.2499992187504884e-06
expat,-3.124998046876221e-06
healthiness,0.0
kohl,6.8749957031276856e-06
conditioned,1.1874992578129638e-05
eighteen,-6.249996093752442e-06
waddell,6.249996093752442e-07
conditioner,2.4999984375009767e-06
oxymoron,1.2499992187504884e-06
insatiable,-4.374997265626709e-06
shiroi,3.124998046876221e-06
hone,3.7499976562514647e-06
memorial,-1.8749988281257323e-06
skinnylicious,1.8749988281257323e-06
portobella,-1.2499992187504884e-06
portobello,-6.8749957031276856e-06
dazzo,1.2499992187504884e-06
honk,-6.249996093752442e-07
36oz,0.0
denies,0.0
split,4.9999968750019534e-06
principals,1.8749988281257323e-06
crabbie,6.249996093752442e-07
supped,-6.249996093752442e-07
spying,-1.8749988281257323e-06
boiled,0.0
flipflops,6.249996093752442e-07
marches,6.249996093752442e-07
frenchmen,6.249996093752442e-07
issan,2.4999984375009767e-06
torpedoes,1.8749988281257323e-06
workforce,0.0
qdoba,-8.749994531253418e-06
marched,-1.2499992187504884e-06
graduations,-6.249996093752442e-07
reruns,1.2499992187504884e-06
supper,-5.624996484377197e-06
zapatas,6.249996093752442e-07
nuanced,6.249996093752442e-07
academic,-6.249996093752442e-07
potbellys,6.249996093752442e-07
goofing,-6.8749957031276856e-06
academie,-4.374997265626709e-06
waitering,-6.249996093752442e-07
corporate,-1.2499992187504884e-06
massaging,-1.2499992187504884e-06
plaque,6.249996093752442e-07
bellow,0.0
appropriately,5.624996484377197e-06
hushpuppies,3.7499976562514647e-06
snickered,6.249996093752442e-07
albondiga,-6.249996093752442e-07
lassi,-6.8749957031276856e-06
portrayed,-3.7499976562514647e-06
hah,3.7499976562514647e-06
hai,-1.8749988281257323e-06
upsides,6.249996093752442e-07
hal,3.124998046876221e-06
ham,6.249996093752442e-07
han,1.2499992187504884e-06
hao,2.4999984375009767e-06
haa,6.249996093752442e-07
hae,-3.124998046876221e-06
hag,-1.2499992187504884e-06
reservationist,0.0
hay,-8.124994921878174e-06
haz,-6.249996093752442e-07
waffels,6.249996093752442e-07
beloved,3.7499976562514647e-06
hap,-3.124998046876221e-06
har,4.374997265626709e-06
match,-4.9999968750019534e-06
hat,-4.9999968750019534e-06
hav,-6.249996093752442e-07
haw,-3.7499976562514647e-06
municipal,6.249996093752442e-07
elders,-1.8749988281257323e-06
survival,1.8749988281257323e-06
siesta,-1.8749988281257323e-06
caramelly,-6.249996093752442e-07
unequivocally,6.249996093752442e-07
objective,-4.374997265626709e-06
otherworldly,3.124998046876221e-06
indicative,-3.7499976562514647e-06
clustered,6.249996093752442e-07
shadow,-1.2499992187504884e-06
bluberry,3.124998046876221e-06
gado,0.0
delievery,1.8749988281257323e-06
kazmierz,0.0
alice,1.8749988281257323e-06
gangplank,0.0
lipitor,6.249996093752442e-07
festivities,6.8749957031276856e-06
unabashedly,2.4999984375009767e-06
attorney,-4.9999968750019534e-06
crowd,-1.8749988281257323e-06
czech,-6.249996093752442e-07
crown,-2.4999984375009767e-06
topping,-6.249996093752442e-07
proportionally,0.0
captive,-4.9999968750019534e-06
karmeliet,1.2499992187504884e-06
vovo,3.124998046876221e-06
bottom,-6.249996093752442e-07
lockdown,-6.249996093752442e-07
plucked,1.8749988281257323e-06
yummie,1.8749988281257323e-06
caribbean,-3.7499976562514647e-06
treadmill,5.624996484377197e-06
completly,1.2499992187504884e-06
8yr,-6.249996093752442e-07
dng,-1.2499992187504884e-06
yelpie,1.2499992187504884e-06
herrin,-1.2499992187504884e-06
starring,2.4999984375009767e-06
visitng,2.4999984375009767e-06
benches,-4.374997265626709e-06
mariokart,0.0
stoked,0.0
canaletto,3.7499976562514647e-06
lemmings,-1.2499992187504884e-06
maxwell,-6.249996093752442e-07
marshall,-2.4999984375009767e-06
honeymoon,0.0
mba,-1.2499992187504884e-06
mbb,2.4999984375009767e-06
bulgar,1.2499992187504884e-06
beings,2.4999984375009767e-06
mangos,4.374997265626709e-06
gardening,-6.249996093752442e-07
shoots,3.7499976562514647e-06
despised,2.4999984375009767e-06
appealingly,0.0
panninis,0.0
lunar,-6.249996093752442e-07
suffice,-6.249996093752442e-06
raped,-4.374997265626709e-06
filafel,0.0
humorous,4.9999968750019534e-06
grasping,3.7499976562514647e-06
despises,1.2499992187504884e-06
greatness,-4.9999968750019534e-06
tams,-1.2499992187504884e-06
avocados,4.9999968750019534e-06
budae,0.0
afandi,-1.2499992187504884e-06
denoting,-6.249996093752442e-07
thesaurus,0.0
verde,-1.2499992187504884e-06
perfumed,-1.2499992187504884e-06
peperoni,1.2499992187504884e-06
renee,3.124998046876221e-06
verdi,0.0
congratulations,-1.2499992187504884e-06
humbled,1.8749988281257323e-06
azn,-6.249996093752442e-07
masquerading,-3.7499976562514647e-06
izakaya,4.9999968750019534e-06
smashes,1.8749988281257323e-06
azz,0.0
idol,1.8749988281257323e-06
nicest,1.062499335937915e-05
pesos,-1.2499992187504884e-06
smashed,-6.249996093752442e-07
duet,1.2499992187504884e-06
dues,-1.8749988281257323e-06
refillable,6.249996093752442e-07
30m,2.4999984375009767e-06
behest,-6.249996093752442e-07
passenger,5.624996484377197e-06
disgrace,-1.4374991015630615e-05
moderne,2.4999984375009767e-06
barrymore,0.0
minaj,0.0
calzones,1.2499992187504884e-06
bourdain,3.7499976562514647e-06
bats,-6.249996093752442e-07
dierks,0.0
females,-4.374997265626709e-06
triangles,-8.124994921878174e-06
microwaving,-3.124998046876221e-06
slurring,-4.374997265626709e-06
eventual,6.249996093752442e-07
roly,1.2499992187504884e-06
tsukune,-6.249996093752442e-07
cambodia,0.0
pasadena,5.624996484377197e-06
role,1.8749988281257323e-06
crowne,-2.4999984375009767e-06
wreaked,6.249996093752442e-07
wordlessly,-6.249996093752442e-07
roll,0.0
intend,7.499995312502929e-06
palms,-6.249996093752442e-07
hawked,-6.249996093752442e-07
outage,-2.4999984375009767e-06
transported,9.999993750003907e-06
devon,-6.249996093752442e-07
intent,-6.249996093752442e-07
smelling,1.8749988281257323e-06
variable,1.8749988281257323e-06
explosions,-1.8749988281257323e-06
tivoli,-3.124998046876221e-06
overturned,6.249996093752442e-07
udons,-1.2499992187504884e-06
steelhead,-1.8749988281257323e-06
gown,1.2499992187504884e-06
childs,-1.2499992187504884e-06
cincinnati,6.249996093752442e-07
chain,-1.2499992187504884e-06
whoever,-6.249996093752442e-07
osp,-1.8749988281257323e-06
oss,3.124998046876221e-06
osu,0.0
osi,0.0
annnnnd,1.2499992187504884e-06
oso,-6.249996093752442e-07
coudn,-3.7499976562514647e-06
chair,-3.124998046876221e-06
chais,6.249996093752442e-07
osf,-3.124998046876221e-06
machu,-1.2499992187504884e-06
ballet,5.624996484377197e-06
baller,1.1249992968754394e-05
crates,-1.2499992187504884e-06
mache,-3.124998046876221e-06
balled,-1.2499992187504884e-06
macha,-6.249996093752442e-07
camarones,2.4999984375009767e-06
macho,3.7499976562514647e-06
oversight,-6.249996093752442e-07
machi,0.0
khoresh,-6.249996093752442e-07
downloading,2.4999984375009767e-06
paychecks,6.249996093752442e-07
flatbed,1.8749988281257323e-06
jerk,1.8749988281257323e-06
tastefully,7.499995312502929e-06
entress,-1.8749988281257323e-06
olympus,1.2499992187504884e-06
choice,-1.2499992187504884e-06
embark,-1.2499992187504884e-06
gloomy,-1.8749988281257323e-06
unpleasent,-6.249996093752442e-07
tangine,-2.4999984375009767e-06
exact,-5.624996484377197e-06
minute,-1.8749988281257323e-06
cooks,-6.249996093752442e-07
az88,9.999993750003907e-06
minnie,0.0
skewed,5.624996484377197e-06
cooke,0.0
defaults,0.0
skewer,-2.4999984375009767e-06
nonfat,0.0
meadow,3.7499976562514647e-06
trails,-4.374997265626709e-06
orbitz,-6.249996093752442e-07
gnawed,1.8749988281257323e-06
chopping,2.4999984375009767e-06
trisha,-6.249996093752442e-07
ogled,-1.2499992187504884e-06
adorns,0.0
bagging,0.0
headset,6.249996093752442e-07
bakeshop,1.8749988281257323e-06
corazon,3.7499976562514647e-06
chimichanga,1.8749988281257323e-06
celebrated,5.624996484377197e-06
wayward,6.249996093752442e-07
casse,-6.249996093752442e-07
geography,6.249996093752442e-07
celebrates,0.0
unintentionally,0.0
drafted,1.8749988281257323e-06
ufc,-1.8749988281257323e-06
oldies,1.8749988281257323e-06
climbs,2.4999984375009767e-06
honour,-6.249996093752442e-07
plucking,0.0
gladys,3.124998046876221e-06
address,-3.7499976562514647e-06
waitreses,6.249996093752442e-07
xtreme,-1.8749988281257323e-06
rework,-3.124998046876221e-06
benson,0.0
mafioso,-6.249996093752442e-07
enroll,-6.249996093752442e-07
accomplishes,0.0
dusty,1.8749988281257323e-06
impacted,-6.249996093752442e-07
cusack,1.8749988281257323e-06
snowbirds,-9.999993750003907e-06
sprouted,-1.8749988281257323e-06
pinkus,0.0
influx,-3.7499976562514647e-06
pibil,0.0
boooooooo,-1.8749988281257323e-06
cacophony,-6.249996093752442e-07
watami,6.249996093752442e-07
wana,-1.8749988281257323e-06
fakers,0.0
cornbeef,-4.374997265626709e-06
omelets,0.0
sambalatte,3.7499976562514647e-06
undergone,3.7499976562514647e-06
handbags,-2.4999984375009767e-06
vallozzi,-1.8749988281257323e-06
opposed,1.8749988281257323e-06
callendar,6.249996093752442e-07
familar,0.0
pavilions,1.8749988281257323e-06
raspados,1.8749988281257323e-06
amarena,3.7499976562514647e-06
suckas,3.124998046876221e-06
consoled,1.2499992187504884e-06
ooooooo,0.0
roland,-4.374997265626709e-06
ooooooh,-1.2499992187504884e-06
approving,6.249996093752442e-07
sierra,3.124998046876221e-06
consoles,3.7499976562514647e-06
gerardo,-6.249996093752442e-07
tines,-4.374997265626709e-06
overcharges,0.0
intents,-6.249996093752442e-07
riders,0.0
charbroil,-6.249996093752442e-07
pooper,-3.124998046876221e-06
originally,8.749994531253418e-06
rutherford,1.8749988281257323e-06
abortion,-1.2499992187504884e-06
americanised,-1.8749988281257323e-06
harmonious,-6.249996093752442e-07
following,8.749994531253418e-06
genki,-6.249996093752442e-07
admired,4.9999968750019534e-06
mirrors,-1.2499992187504884e-06
employess,-1.2499992187504884e-06
stetson,3.124998046876221e-06
valentinos,-6.249996093752442e-07
2lb,1.2499992187504884e-06
locks,4.374997265626709e-06
matzo,-6.249996093752442e-07
szmidt,-1.8749988281257323e-06
matza,6.249996093752442e-07
listens,-1.2499992187504884e-06
litre,0.0
septic,-1.2499992187504884e-06
thanking,8.124994921878174e-06
seagrams,-6.249996093752442e-07
bisk,2.4999984375009767e-06
mintues,-6.249996093752442e-07
bagoong,1.2499992187504884e-06
breadbowl,3.124998046876221e-06
casualness,0.0
teavana,2.4999984375009767e-06
mythos,-6.249996093752442e-07
convincingly,0.0
fueled,1.8749988281257323e-06
laxative,-1.2499992187504884e-06
tqla,6.249996093752442e-07
atar,6.249996093752442e-07
brainless,-6.249996093752442e-07
harmon,1.8749988281257323e-06
temperate,-2.4999984375009767e-06
surfing,1.8749988281257323e-06
griled,-1.2499992187504884e-06
conscious,6.8749957031276856e-06
taramasalata,0.0
inhabiting,0.0
sandbox,0.0
mango,-2.4999984375009767e-06
glynis,-6.249996093752442e-06
swollen,-1.2499992187504884e-06
mange,1.2499992187504884e-06
wolves,1.8749988281257323e-06
pulled,-1.2499992187504884e-06
manga,3.124998046876221e-06
impactful,1.8749988281257323e-06
douglas,-1.2499992187504884e-06
daisho,6.249996093752442e-07
webpage,-3.7499976562514647e-06
years,9.374994140628661e-06
professors,1.8749988281257323e-06
episodes,-1.2499992187504884e-06
jig,-1.2499992187504884e-06
jib,-1.2499992187504884e-06
jia,1.2499992187504884e-06
jin,6.249996093752442e-06
jim,1.8749988281257323e-06
troubles,1.2499992187504884e-06
faves,1.4374991015630615e-05
jiu,1.8749988281257323e-06
jip,0.0
suspension,0.0
poshburger,-1.2499992187504884e-06
apron,-4.9999968750019534e-06
dpov,1.2499992187504884e-06
recipients,0.0
civilian,0.0
nubs,-2.4999984375009767e-06
bashful,6.249996093752442e-07
indigenous,1.8749988281257323e-06
overpowering,-1.2499992187504884e-06
drilling,-1.8749988281257323e-06
aprox,-1.8749988281257323e-06
sorted,-1.2499992187504884e-06
tila,6.249996093752442e-07
thalis,-1.2499992187504884e-06
breezing,-1.8749988281257323e-06
frontage,-1.8749988281257323e-06
hickory,3.124998046876221e-06
plunk,-1.2499992187504884e-06
unsympathetic,0.0
pealing,6.249996093752442e-07
leather,1.2499992187504884e-06
dispite,-6.249996093752442e-07
fisherman,-6.249996093752442e-07
dignified,3.124998046876221e-06
personalizing,-1.2499992187504884e-06
quarter,-7.499995312502929e-06
quartet,-3.124998046876221e-06
salado,-6.249996093752442e-07
honduras,-6.249996093752442e-07
bursting,6.249996093752442e-06
salade,1.8749988281257323e-06
receipt,-4.374997265626709e-06
caldo,1.2499992187504884e-06
remembrance,1.8749988281257323e-06
sponsor,-4.374997265626709e-06
salady,1.2499992187504884e-06
honduran,-2.4999984375009767e-06
receipe,0.0
salads,-1.2499992187504884e-06
disasters,0.0
troll,-3.7499976562514647e-06
wisked,0.0
seriously,1.8749988281257323e-06
trauma,1.8749988281257323e-06
internet,-6.249996093752442e-07
patacon,-1.2499992187504884e-06
hibernate,0.0
disintegrated,-1.2499992187504884e-06
tienen,6.249996093752442e-07
incentives,-1.2499992187504884e-06
berrylicious,6.249996093752442e-07
disintegrates,1.2499992187504884e-06
inwardly,-1.2499992187504884e-06
liege,8.749994531253418e-06
crazies,0.0
crazier,1.8749988281257323e-06
grandma,-1.2499992187504884e-06
marla,1.2499992187504884e-06
workmanship,-1.2499992187504884e-06
brasil,-1.2499992187504884e-06
gordos,-1.2499992187504884e-06
wrong,-5.624996484377197e-06
initiate,0.0
fetticine,0.0
quibble,5.624996484377197e-06
flambeed,1.2499992187504884e-06
neglect,0.0
