avocados,-9.999966666777778e-06
budae,0.0
afandi,0.0
denoting,0.0
thesaurus,3.3333222222592593e-06
verde,2.6666577778074074e-05
perfumed,0.0
peperoni,-1.9999933333555556e-05
renee,-9.999966666777778e-06
verdi,0.0
congratulations,3.3333222222592593e-06
humbled,0.0
azn,-6.6666444445185185e-06
masquerading,-9.999966666777778e-06
izakaya,9.999966666777778e-06
smashes,3.3333222222592593e-06
azz,3.3333222222592593e-06
idol,1.3333288889037037e-05
nicest,3.333322222259259e-05
pesos,-6.6666444445185185e-06
smashed,0.0
duet,3.3333222222592593e-06
dues,-3.3333222222592593e-06
refillable,6.6666444445185185e-06
30m,0.0
behest,9.999966666777778e-06
passenger,3.3333222222592593e-06
disgrace,-2.6666577778074074e-05
moderne,3.3333222222592593e-06
barrymore,9.999966666777778e-06
minaj,0.0
calzones,2.6666577778074074e-05
bourdain,3.3333222222592593e-06
bats,-9.999966666777778e-06
dierks,1.3333288889037037e-05
females,-3.3333222222592593e-06
triangles,-2.6666577778074074e-05
microwaving,3.3333222222592593e-06
slurring,0.0
eventual,6.6666444445185185e-06
roly,0.0
tsukune,6.6666444445185185e-06
cambodia,0.0
pasadena,3.3333222222592593e-06
role,0.0
crowne,-3.3333222222592593e-06
wreaked,3.3333222222592593e-06
wordlessly,-3.3333222222592593e-06
roll,-1.6666611111296295e-05
intend,1.9999933333555556e-05
palms,-6.6666444445185185e-06
hawked,0.0
outage,0.0
transported,6.6666444445185185e-06
devon,-3.3333222222592593e-06
intent,-6.6666444445185185e-06
smelling,-1.9999933333555556e-05
variable,-3.3333222222592593e-06
explosions,-3.3333222222592593e-06
tivoli,0.0
overturned,0.0
udons,0.0
steelhead,-6.6666444445185185e-06
gown,1.6666611111296295e-05
childs,0.0
cincinnati,-6.6666444445185185e-06
chain,2.3333255555814813e-05
whoever,-1.9999933333555556e-05
osp,0.0
oss,2.9999900000333332e-05
osu,3.3333222222592593e-06
osi,3.3333222222592593e-06
annnnnd,0.0
oso,9.999966666777778e-06
coudn,0.0
chair,3.3333222222592593e-06
chais,0.0
osf,0.0
machu,3.3333222222592593e-06
ballet,6.6666444445185185e-06
baller,3.3333222222592593e-06
crates,-6.6666444445185185e-06
mache,-6.6666444445185185e-06
balled,-3.3333222222592593e-06
macha,3.3333222222592593e-06
camarones,6.6666444445185185e-06
macho,-9.999966666777778e-06
oversight,-3.3333222222592593e-06
machi,0.0
khoresh,0.0
downloading,0.0
paychecks,3.3333222222592593e-06
flatbed,9.999966666777778e-06
jerk,-2.3333255555814813e-05
tastefully,-3.3333222222592593e-06
entress,-3.3333222222592593e-06
olympus,3.3333222222592593e-06
choice,-9.999966666777778e-06
embark,3.3333222222592593e-06
gloomy,-9.999966666777778e-06
unpleasent,0.0
tangine,3.3333222222592593e-06
exact,-1.9999933333555556e-05
minute,1.3333288889037037e-05
cooks,-9.999966666777778e-06
az88,3.3333222222592593e-06
minnie,-3.3333222222592593e-06
skewed,-3.3333222222592593e-06
cooke,6.6666444445185185e-06
defaults,0.0
skewer,-9.999966666777778e-06
nonfat,6.6666444445185185e-06
meadow,0.0
trails,6.6666444445185185e-06
orbitz,0.0
gnawed,0.0
chopping,3.3333222222592593e-06
trisha,3.3333222222592593e-06
ogled,-3.3333222222592593e-06
adorns,3.3333222222592593e-06
bagging,0.0
headset,-3.3333222222592593e-06
bakeshop,0.0
corazon,0.0
chimichanga,-1.3333288889037037e-05
celebrated,0.0
wayward,6.6666444445185185e-06
casse,3.3333222222592593e-06
geography,0.0
celebrates,0.0
unintentionally,-3.3333222222592593e-06
drafted,3.3333222222592593e-06
ufc,9.999966666777778e-06
oldies,-3.3333222222592593e-06
climbs,-3.3333222222592593e-06
honour,3.3333222222592593e-06
plucking,0.0
gladys,9.999966666777778e-06
address,6.6666444445185185e-06
waitreses,0.0
xtreme,-6.6666444445185185e-06
rework,-6.6666444445185185e-06
benson,0.0
mafioso,6.6666444445185185e-06
enroll,0.0
accomplishes,0.0
dusty,0.0
impacted,-9.999966666777778e-06
cusack,-3.3333222222592593e-06
snowbirds,0.0
sprouted,-3.3333222222592593e-06
pinkus,6.6666444445185185e-06
influx,-3.3333222222592593e-06
pibil,3.3333222222592593e-06
boooooooo,0.0
cacophony,0.0
watami,9.999966666777778e-06
wana,-3.3333222222592593e-06
fakers,-3.3333222222592593e-06
cornbeef,1.6666611111296295e-05
omelets,1.9999933333555556e-05
sambalatte,-6.6666444445185185e-06
undergone,1.3333288889037037e-05
handbags,-3.3333222222592593e-06
vallozzi,-6.6666444445185185e-06
opposed,3.3333222222592593e-06
callendar,6.6666444445185185e-06
familar,6.6666444445185185e-06
pavilions,3.3333222222592593e-06
raspados,9.999966666777778e-06
amarena,-3.3333222222592593e-06
suckas,3.3333222222592593e-06
consoled,3.3333222222592593e-06
ooooooo,0.0
roland,0.0
ooooooh,3.3333222222592593e-06
approving,0.0
sierra,9.999966666777778e-06
consoles,0.0
gerardo,0.0
tines,-3.3333222222592593e-06
overcharges,0.0
intents,0.0
riders,3.3333222222592593e-06
charbroil,0.0
pooper,3.3333222222592593e-06
originally,2.3333255555814813e-05
rutherford,0.0
abortion,0.0
americanised,0.0
harmonious,0.0
following,-9.999966666777778e-06
genki,-3.3333222222592593e-06
admired,9.999966666777778e-06
mirrors,9.999966666777778e-06
employess,-3.3333222222592593e-06
stetson,0.0
valentinos,0.0
2lb,1.3333288889037037e-05
locks,3.3333222222592593e-06
matzo,1.3333288889037037e-05
szmidt,0.0
matza,3.3333222222592593e-06
listens,6.6666444445185185e-06
litre,3.3333222222592593e-06
septic,0.0
thanking,1.6666611111296295e-05
seagrams,-3.3333222222592593e-06
bisk,0.0
mintues,-6.6666444445185185e-06
bagoong,0.0
breadbowl,6.6666444445185185e-06
casualness,0.0
teavana,6.6666444445185185e-06
mythos,-3.3333222222592593e-06
convincingly,0.0
fueled,9.999966666777778e-06
laxative,0.0
tqla,0.0
atar,3.3333222222592593e-06
brainless,6.6666444445185185e-06
harmon,6.6666444445185185e-06
temperate,0.0
surfing,3.3333222222592593e-06
griled,-3.3333222222592593e-06
conscious,-9.999966666777778e-06
taramasalata,0.0
inhabiting,0.0
sandbox,0.0
mango,-3.3333222222592593e-06
glynis,-3.333322222259259e-05
swollen,3.3333222222592593e-06
mange,3.3333222222592593e-06
wolves,0.0
pulled,4.6666511111629626e-05
manga,6.6666444445185185e-06
impactful,3.3333222222592593e-06
douglas,-6.6666444445185185e-06
daisho,0.0
webpage,-3.3333222222592593e-06
years,3.333322222259259e-05
professors,0.0
episodes,-6.6666444445185185e-06
jig,3.3333222222592593e-06
jib,-6.6666444445185185e-06
jia,-9.999966666777778e-06
jin,9.999966666777778e-06
jim,2.3333255555814813e-05
troubles,3.3333222222592593e-06
faves,3.333322222259259e-05
jiu,6.6666444445185185e-06
jip,6.6666444445185185e-06
suspension,0.0
poshburger,0.0
apron,-6.6666444445185185e-06
dpov,3.3333222222592593e-06
recipients,0.0
civilian,0.0
nubs,0.0
bashful,3.3333222222592593e-06
indigenous,0.0
overpowering,-1.3333288889037037e-05
drilling,0.0
aprox,3.3333222222592593e-06
sorted,-3.3333222222592593e-06
tila,0.0
thalis,3.3333222222592593e-06
breezing,0.0
frontage,0.0
hickory,-9.999966666777778e-06
plunk,-6.6666444445185185e-06
unsympathetic,-6.6666444445185185e-06
pealing,0.0
leather,6.6666444445185185e-06
dispite,-3.3333222222592593e-06
fisherman,-3.3333222222592593e-06
dignified,0.0
personalizing,0.0
quarter,-3.666654444485185e-05
quartet,-6.6666444445185185e-06
salado,0.0
honduras,0.0
bursting,1.6666611111296295e-05
salade,-6.6666444445185185e-06
receipt,-2.3333255555814813e-05
caldo,-9.999966666777778e-06
remembrance,0.0
sponsor,6.6666444445185185e-06
salady,0.0
honduran,-3.3333222222592593e-06
receipe,0.0
salads,-1.6666611111296295e-05
disasters,-3.3333222222592593e-06
troll,-9.999966666777778e-06
wisked,0.0
seriously,9.999966666777778e-06
trauma,0.0
internet,-2.6666577778074074e-05
patacon,0.0
hibernate,-1.3333288889037037e-05
disintegrated,-3.3333222222592593e-06
tienen,0.0
incentives,0.0
berrylicious,0.0
disintegrates,0.0
inwardly,0.0
liege,6.6666444445185185e-06
crazies,3.3333222222592593e-06
crazier,0.0
grandma,-2.9999900000333332e-05
marla,0.0
workmanship,0.0
brasil,3.3333222222592593e-06
gordos,0.0
wrong,-2.6666577778074074e-05
initiate,-1.6666611111296295e-05
fetticine,-3.3333222222592593e-06
quibble,1.3333288889037037e-05
flambeed,0.0
neglect,0.0
fetticini,0.0
emotion,-9.999966666777778e-06
tingles,-6.6666444445185185e-06
saving,-5.66664777784074e-05
ono,1.3333288889037037e-05
mousaka,0.0
spoken,6.6666444445185185e-06
tolteca,1.6666611111296295e-05
westlake,0.0
ong,1.9999933333555556e-05
one,3.3333222222592593e-06
looved,0.0
tamari,-1.9999933333555556e-05
pasteries,6.6666444445185185e-06
mignon,1.9999933333555556e-05
spokes,9.999966666777778e-06
ons,-9.999966666777778e-06
tamara,1.3333288889037037e-05
affords,3.3333222222592593e-06
looong,-1.6666611111296295e-05
types,2.3333255555814813e-05
magnifique,-3.3333222222592593e-06
lingering,-1.9999933333555556e-05
34oz,0.0
shawn,-3.3333222222592593e-06
shawl,0.0
brewpub,6.6666444445185185e-06
snatch,-3.3333222222592593e-06
fanned,0.0
herds,3.3333222222592593e-06
kitsune,0.0
absorbs,0.0
buzzy,3.3333222222592593e-06
newtimes,0.0
masubi,9.999966666777778e-06
rehab,0.0
oooohhhh,0.0
proactive,1.3333288889037037e-05
illness,-3.3333222222592593e-06
supersized,-3.3333222222592593e-06
stylings,-6.6666444445185185e-06
sumptuous,1.3333288889037037e-05
turned,3.3333222222592593e-06
locations,1.3333288889037037e-05
jewels,-3.3333222222592593e-06
balsam,0.0
dislike,1.3333288889037037e-05
cblt,0.0
uninterrupted,0.0
turner,0.0
borough,-6.6666444445185185e-06
invite,-2.6666577778074074e-05
pimply,0.0
50cents,0.0
pounded,-2.9999900000333332e-05
fashionable,9.999966666777778e-06
coliseum,3.3333222222592593e-06
validating,3.3333222222592593e-06
zoo,9.999966666777778e-06
intends,-3.3333222222592593e-06
evened,-6.6666444445185185e-06
gewurztraminer,6.6666444445185185e-06
mayer,0.0
pimple,0.0
printer,6.6666444445185185e-06
chitown,3.3333222222592593e-06
opposite,1.9999933333555556e-05
buffer,-9.999966666777778e-06
discerning,1.9999933333555556e-05
spewing,0.0
buffet,3.3333222222592593e-06
toooo,-6.6666444445185185e-06
printed,0.0
knowingly,-3.3333222222592593e-06
thsi,0.0
tensai,0.0
spirulina,0.0
charizo,0.0
touchy,-3.3333222222592593e-06
phil,6.6666444445185185e-06
jitters,-6.6666444445185185e-06
messier,-3.3333222222592593e-06
touche,-3.3333222222592593e-06
jittery,-3.3333222222592593e-06
redirected,3.3333222222592593e-06
ooohhh,-6.6666444445185185e-06
wynn,-3.666654444485185e-05
syle,3.3333222222592593e-06
downscale,-6.6666444445185185e-06
friction,3.3333222222592593e-06
fecal,-3.3333222222592593e-06
